"KSNP";"NAMEP";"NNP";"NEWNUM"
"30101810445250000616";"ЛИКВИДАТОР ООО КБ ""АНЕЛИК РУ"" - ГК ""АСВ""";"МОСКВА";"044525616"
"30101810145250000864";"МОСКОВСКИЙ ФИЛИАЛ АО АКБ ""ГАЗБАНК""";"МОСКВА";"044525864"
"30101810345250000994";"КУ КБ ""НЕФТЯНОЙ АЛЬЯНС"" (ПАО) - ГК ""АСВ""";"МОСКВА";"044525994"
"30101810904070000427";"КУ КБ ""КАНСКИЙ"" ООО - ГК ""АСВ""";"МОСКВА";"040407427"
"30101810845250000546";"ЛИКВИДАТОР ООО КБ ""МНИБ"" - ГК ""АСВ""";"МОСКВА";"044525546"
"30101810100000000787";"ПАО ""БАНК УРАЛСИБ""";"МОСКВА";"044525787"
"30101810845250000122";"АО КБ ""ЗЛАТКОМБАНК""";"МОСКВА";"044525122"
"30101810645250000241";"КУ ЗАО ""М БАНК"" - ГК ""АСВ""";"МОСКВА";"044525241"
"30101810445250000289";"КУ КБ ""ВЕБРР"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525289"
"30101810500000000277";"ООО ""МОРГАН СТЭНЛИ БАНК""";"МОСКВА";"044525277"
"30101810500000000361";"АО ""БАНК ОФ ТОКИО-МИЦУБИСИ ЮФДЖЕЙ (ЕВРАЗИЯ)""";"МОСКВА";"044525361"
"30101810200000000551";"АЙСИБИСИ БАНК (АО)";"МОСКВА";"044525551"
"30101810600000000630";"АО ""ТОЙОТА БАНК""";"МОСКВА";"044525630"
"30101810400000000717";"ООО ""АМЕРИКЭН ЭКСПРЕСС БАНК""";"МОСКВА";"044525717"
"30101810400000000733";"ООО ""Ю БИ ЭС БАНК""";"МОСКВА";"044525733"
"30103810845250000324";"НКО ""ФИНЧЕР"" (ООО)";"МОСКВА";"044525324"
"30101810445250000878";"ООО ""БАНК БЦК-МОСКВА""";"МОСКВА";"044525878"
"30101810145250000550";"АО КБ ""ЮНИСТРИМ""";"МОСКВА";"044525550"
"30101810745250000895";"КУ ООО ""КБ ""МЕЖТРАСТБАНК"" - ГК ""АСВ""";"МОСКВА";"044525895"
"30101810000000000159";"""МЕРСЕДЕС-БЕНЦ БАНК РУС"" ООО";"МОСКВА";"044525159"
"30101810300000000163";"АО ""УРИ БАНК""";"МОСКВА";"044525163"
"30101810900000000424";"КУ КБ ""АЛЬТА-БАНК"" (ЗАО) - ГК ""АСВ""";"МОСКВА";"044525424"
"30101810345250000062";"АО ""БМ-БАНК""";"МОСКВА";"044525062"
"30101810845250000342";"КУ ООО ""ДЖАСТ БАНК"" - ГК ""АСВ""";"МОСКВА";"044525342"
"30101810845250000397";"КУ ОАО ""ЮНИКОРБАНК"" - ГК ""АСВ""";"МОСКВА";"044525397"
"30101810745250000141";"КУ КБ ""АСКАНИЯ ТРАСТ"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525141"
"30101810745250000989";"КУ КБ ""НАЦПРОМБАНК"" (ЗАО) ГК ""АСВ""";"МОСКВА";"044525989"
"30101810045250000472";"ФИЛИАЛ ""МОСКОВСКИЙ"" ПАО ""СКБ-БАНК""";"МОСКВА";"044525472"
"30101810845250000601";"МОСКОВСКИЙ ФИЛИАЛ АО ""АК БАНК""";"МОСКВА";"044525601"
"30101810745250000688";"МОСКОВСКИЙ ФИЛИАЛ АО ""БАНК ""АГРОРОС""";"МОСКВА";"044525688"
"30101810945250000682";"МОСКОВСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";"МОСКВА";"044525682"
"30101810945250000938";"МОСКОВСКИЙ ФИЛИАЛ АО АКБ ""ТЕКСБАНК""";"МОСКВА";"044525938"
"30101810245250000803";"ФСКБ ПРИМОРЬЯ ""ПРИМСОЦБАНК"" В Г.МОСКВЕ";"МОСКВА";"044525803"
"30101810945250000585";"ФИЛИАЛ ""МОСКОВСКИЙ"" ПАО КБ ""МПСБ""";"МОСКВА";"044525585"
"30101810645250000089";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""БЫСТРОБАНК""";"МОСКВА";"044525089"
"30101810445250000263";"МФ АО ""НАРОДНЫЙ БАНК""";"МОСКВА";"044525263"
"30101810145250000754";"ФИЛИАЛ ""АТБ"" (ПАО) В Г. МОСКВА";"МОСКВА";"044525754"
"30103810945250000143";"ЛИКВИДАТОР ООО ""НКО ""ПАРИТЕТ"" - ГК ""АСВ""";"МОСКВА";"044525143"
"30101810345250000266";"АКБ ""РОССИЙСКИЙ КАПИТАЛ"" (ПАО)";"МОСКВА";"044525266"
"30101810545250000286";"КУ ОАО КБ ""МВКБ"" - ГК ""АСВ""";"МОСКВА";"044525286"
"30101810745250000138";"КУ ООО КБ ""РАСЧЕТНЫЙ ДОМ"" - ГК ""АСВ""";"МОСКВА";"044525138"
"30103810445250000070";"ООО НКО ""РАСЧЕТНЫЕ РЕШЕНИЯ""";"МОСКВА";"044525070"
"30101810045250000391";"КУ ООО КБ ""МОНОЛИТ"" - ГК ""АСВ""";"МОСКВА";"044525391"
"30101810245250000081";"Ф-Л ПАО ""КАМЧАТКОМАГРОПРОМБАНК"" В Г. МОСКВЕ";"МОСКВА";"044525081"
"30101810200000000470";"АО ""СМБСР БАНК""";"МОСКВА";"044525470"
"30101810645250000610";"МОСКОВСКИЙ ФИЛИАЛ АКБ МКПБ (АО)";"МОСКВА";"044525610"
"30101810545250000587";"ЛИКВИДАТОР АКБ ""ДАЛЕТБАНК"" (АО) - ГК ""АСВ""";"МОСКВА";"044525587"
"30101810445250000713";"КУ ПАО ""ТАЙМ БАНК"" - ГК ""АСВ""";"МОСКВА";"044525713"
"30101810445250000755";"КУ АО ""ТУСАРБАНК"" - ГК ""АСВ""";"МОСКВА";"044525755"
"30101810945250000608";"КУ ООО КБ ""ДОРИС БАНК"" - ГК ""АСВ""";"МОСКВА";"044525608"
"30101810445250000072";"КУ ТАУРУС БАНК (АО) - ГК ""АСВ""";"МОСКВА";"044525072"
"30101810400000000429";"КУ КБ ""ГАГАРИНСКИЙ"" (АО) - ГК ""АСВ""";"МОСКВА";"044525429"
"30101810245250000900";"ООО ""ФФИН БАНК""";"МОСКВА";"044525900"
"30101810345250000392";"КУ ООО ""ТАНДЕМБАНК"" - ГК ""АСВ""";"МОСКВА";"044525392"
"30101810745250000727";"ФИЛИАЛ ПЕТРОКОММЕРЦ ПАО БАНКА ""ФК ОТКРЫТИЕ""";"МОСКВА";"044525727"
"30101810145250000301";"КУ МБ ""СЕНАТОР"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525301"
"30101810000000000683";"ООО КБ ""СТОЛИЧНЫЙ КРЕДИТ""";"МОСКВА";"044525683"
"30101810500000000811";"""СЕТЕЛЕМ БАНК"" ООО";"МОСКВА";"044525811"
"30101810845250000355";"КУ КБ ""ЕДИНСТВЕННЫЙ"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525355"
"30101810245250000515";"КУ ООО КБ ""КАПИТАЛ КРЕДИТ"" - ГК ""АСВ""";"МОСКВА";"044525515"
"30101810000000000340";"ООО ""ГОЛДМАН САКС БАНК""";"МОСКВА";"044525340"
"30101810845250000708";"ПАО ""ЕВРАЗИЙСКИЙ БАНК""";"МОСКВА";"044525708"
"30101810700000000844";"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ООО КИИБ ""СОЧИ""";"МОСКВА";"040396844"
"30101810345250000936";"КУ АКБ ""МЗБ"" (ЗАО) ГК ""АСВ""";"МОСКВА";"044525936"
"30101810445250000742";"МОСКОВСКИЙ ФИЛИАЛ АО ""ЭКСПЕРТ БАНК""";"МОСКВА";"044525742"
"30101810545250000529";"КУ ОАО КБ ""ГАЗИНВЕСТБАНК"" - ГК ""АСВ""";"МОСКВА";"044525529"
"30101810745250000400";"КУ БАНК ""РУССКИЙ БАНКИРСКИЙ ДОМ""(ЗАО)-ГК""АСВ""";"МОСКВА";"044525400"
"30101810345250000415";"КУ ЗАО ""МИРА-БАНК"" - ГК ""АСВ""";"МОСКВА";"044525415"
"30101810745250000099";"МОСКОВСКИЙ ФИЛИАЛ АО ""БКС БАНК""";"МОСКВА";"044525099"
"30101810345250000583";"БАНК РМП (ПАО)";"МОСКВА";"044525583"
"30101810245250000997";"ФИЛИАЛ ООО ""БАНК СТАНДАРТ-КРЕДИТ"" В Г.МОСКВА";"МОСКВА";"044525997"
"30101810045250000579";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""НЕВСКИЙ БАНК""";"МОСКВА";"044525579"
"30101810900000000495";"ФИЛИАЛ ПАО ""БИНБАНК"" В Г.МОСКВА";"МОСКВА";"044525495"
"30101810645250000788";"МОСКОВСКИЙ ФИЛИАЛ ООО КБ ""МЕГАПОЛИС""";"МОСКВА";"044525788"
"30101810045250000757";"МОСКОВСКИЙ ФИЛИАЛ АО ""БАНК АКЦЕПТ""";"МОСКВА";"044525757"
"30101810845250000711";"КБ ""ССТБ"" (ООО)";"МОСКВА";"044525711"
"30101810345250000156";"ФИЛИАЛ ""МОСКОВСКИЙ"" ООО КБ ""КРЕДИТ ЭКСПРЕСС""";"МОСКВА";"044525156"
"30101810645250000092";"МОСКОВСКИЙ ФИЛИАЛ АО КБ ""МОДУЛЬБАНК""";"МОСКВА";"044525092"
"30101810245250000379";"ФИЛИАЛ ПАО ""НОРВИК БАНК"" В МОСКВЕ";"МОСКВА";"044525379"
"30101810845250000944";"МОСКОВСКИЙ ФИЛИАЛ ЭКСИ-БАНК (АО)";"МОСКВА";"044525944"
"30101810445250000768";"Ф-Л ""МОСКОВСКИЙ"" БАНКА ""АЛЕКСАНДРОВСКИЙ""";"МОСКВА";"044525768"
"30101810722020000735";"КУ ООО ""ПК-БАНК"" - ГК ""АСВ""";"МОСКВА";"042202735"
"30101810545250000697";"МОСКОВСКИЙ ФИЛИАЛ АО КИБ ""ЕВРОАЛЬЯНС""";"МОСКВА";"044525697"
"30101810900000000724";"КУ ОАО ККБ ""КРЕДИТБАНК""- ГК ""АСВ""";"МОСКВА";"048580724"
"30101810100000000619";"ООО ""ФОЛЬКСВАГЕН БАНК РУС""";"МОСКВА";"044525619"
"30101810045250000281";"МОСКОВСКИЙ ФИЛИАЛ АО БАНК ""ККБ""";"МОСКВА";"044525281"
"30103810845250000793";"ООО РНКО ""РИБ""";"МОСКВА";"044525793"
"30101810945250000378";"КУ ООО КБ ""ОПМ-БАНК"" - ГК ""АСВ""";"МОСКВА";"044525378"
"30101810445250000917";"ФИЛИАЛ ООО БАНК ОРАНЖЕВЫЙ В Г. МОСКВЕ";"МОСКВА";"044525917"
"30101810745250000471";"КУ АО ""МЕТРОБАНК"" - ГК ""АСВ""";"МОСКВА";"044525471"
"30101810745250000662";"КУ МКБ""ОБЪЕДИНЕННЫЙ ГОРНЫЙ БАНК""(ООО)-ГК""АСВ""";"МОСКВА";"044525662"
"30101810500000000772";"КУ ООО ""БАНК ИМПЕРИЯ"" ГК ""АСВ""";"МОСКВА";"044525772"
"30101810000000000829";"КУ АКБ ""СЛАВЯНСКИЙ БАНК"" (ЗАО) ГК ""АСВ""";"МОСКВА";"044525829"
"30101810545250000118";"КУ АКБ ""ТРАДО-БАНК"" (ЗАО) ГК ""АСВ""";"МОСКВА";"044525118"
"30101810745250000235";"КУ ООО ""М ПЛЮС"" ГК ""АСВ""";"МОСКВА";"044525235"
"30101810945250000844";"КУ КОММЕРЧЕСКИЙ БАНК ""СДБ"" (ООО) ГК ""АСВ""";"МОСКВА";"044525844"
"30101810945250000145";"КУ ""РГТ-БАНК"" (ЗАО) - ГК ""АСВ""";"МОСКВА";"044525145"
"30101810000000000748";"КУ ЗАО МЕЖДУНАРОДНЫЙ ПРОМЫШЛЕННЫЙ БАНК-ГК АСВ";"МОСКВА";"044525748"
"30101810345250000321";"КУ ОАО ИКБ ""ПЕТРОФФ-БАНК"" - ГК ""АСВ""";"МОСКВА";"044525321"
"30101810945250000763";"МОСКОВСКИЙ ФИЛИАЛ ""ТИМЕР БАНКА"" (ПАО)";"МОСКВА";"044525763"
"30101810145250000194";"КУ АКБ ""ЕВРОМЕТ"" (ПАО) - ГК ""АСВ""";"МОСКВА";"044525194"
"30101810545250000464";"АО ""БАНК ЖИЛФИНАНС""";"МОСКВА";"044525464"
"30101810345250000211";"КУ АО БАНК ""РСКБ"" - ГК ""АСВ""";"МОСКВА";"044525211"
"30101810845250000465";"КУ ОАО КБ ""МАСТ-БАНК"" - ГК ""АСВ""";"МОСКВА";"044525465"
"30101810245250000337";"КУ КБ ""РУБЛЕВСКИЙ"" ООО - ГК ""АСВ""";"МОСКВА";"044525337"
"30101810345250000729";"КУ АКБ ""ИНВЕСТБАНК"" (ОАО)-ГК ""АСВ""";"МОСКВА";"044525729"
"30101810945250000776";"КУ АКБ ""ОБПИ"" (ПАО) - ГК ""АСВ""";"МОСКВА";"044525776"
"30101810145250000932";"КУ БАНК ""КЛИЕНТСКИЙ"" (АО) - ГК ""АСВ""";"МОСКВА";"044525932"
"30101810500000000057";"КУ ОАО ""БАНК РОССИЙСКИЙ КРЕДИТ"" -ГК ""АСВ""";"МОСКВА";"044525057"
"30101810345250000703";"КУ АКБ ""ЕИБ"" ЗАО-ГК ""АСВ""";"МОСКВА";"044525703"
"30101810645250000212";"КУ КБ ""ТРАНСИНВЕСТБАНК"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525212"
"30101810445250000690";"КУ ООО КБ ""ИНСТРОЙБАНК"" ГК ""АСВ""";"МОСКВА";"044525690"
"30101810845250000287";"КУ ОАО ""АБ ""ПУШКИНО"" - ГК ""АСВ""";"МОСКВА";"044525287"
"30103810645250000252";"КУ РНКО ""РЦ ЭНЕРГОБИЗНЕС"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525252"
"30101810545250000477";"КУ БАНК ""НАВИГАТОР"" (ОАО) - ГК ""АСВ""";"МОСКВА";"044525477"
"30101810245250000214";"ПАО ""ПОЧТА БАНК""";"МОСКВА";"044525214"
"30101810103950000950";"КУ ПАО ""ГЕЛЕНДЖИК-БАНК"" - ГК ""АСВ""";"МОСКВА";"040395950"
"30101810445250000344";"ФИЛИАЛ АО ""БАЙКАЛИНВЕСТБАНК"" В Г. МОСКВА";"МОСКВА";"044525344"
"30103810245250000678";"ООО НКО ""МОБИ.ДЕНЬГИ""";"МОСКВА";"044525678"
"30101810145250000835";"ООО КБ ""ФИНАНС БИЗНЕС БАНК""";"МОСКВА";"044525835"
"30101810945250000718";"КУ ОАО КБ ""СТРОЙКРЕДИТ"" - ГК ""АСВ""";"МОСКВА";"044525718"
"30101810900000000592";"КУ ООО КБ ""ОГНИ МОСКВЫ"" ГК ""АСВ""";"МОСКВА";"044525592"
"30101810845250000368";"КУ ОАО ""ПРБ"" - ГК ""АСВ""";"МОСКВА";"044525368"
"30101810500000000808";"ООО ""КЭБ ЭЙЧЭНБИ БАНК""";"МОСКВА";"044525808"
"30101810845250000902";"КУ ОАО ""НББ"" - ГК ""АСВ""";"МОСКВА";"044525902"
"30101810045250000197";"КУ АКБ ""АЗИМУТ"" (ПАО) - ГК ""АСВ""";"МОСКВА";"044525197"
"30101810545250000684";"КУ ОАО АКБ ""РУССКИЙ ЗЕМЕЛЬНЫЙ БАНК"" -ГК ""АСВ""";"МОСКВА";"044525684"
"30101810845250000106";"КУ ЗАО ""С БАНК"" - ГК ""АСВ""";"МОСКВА";"044525106"
"30103810645250000100";"КУ НКО ЗАО ""МИГОМ"" - ГК ""АСВ""";"МОСКВА";"044525100"
"30101810645250000144";"КУ АКБ ""ЛИНК-БАНК"" (ОАО) - ГК ""АСВ""";"МОСКВА";"044525144"
"30101810845250000180";"КУ ООО КБ ""ПУЛЬС СТОЛИЦЫ"" - ГК ""АСВ""";"МОСКВА";"044525180"
"30101810145250000259";"КУ АКБ ""НЗБАНК"", ОАО - ГК ""АСВ""";"МОСКВА";"044525259"
"30101810400000000717";"КУ АО ""ВОЛОГДАБАНК"" - ГК ""АСВ""";"МОСКВА";"041909717"
"30101810700000000226";"ЛИКВИД.КОМ. БАНКА ""ГПБ-ИПОТЕКА"" (АО)";"МОСКВА";"044525226"
"30101810700000000772";"КУ ПАО ""ИДЕЯ БАНК"" - ГК АСВ";"МОСКВА";"040349772"
"30101810145250000165";"КУ ПАО АКБ ""РФА"" - ГК ""АСВ""";"МОСКВА";"044525165"
"30101810745250000183";"КУ ЦЕНТРКОМБАНК ООО - ГК ""АСВ""";"МОСКВА";"044525183"
"30101810845250000779";"КУ ПАО М2М ПРАЙВЕТ БАНК - ГК ""АСВ""";"МОСКВА";"044525779"
"30101810400000000762";"КУ КБ ""ЕВРОТРАСТ"" (ЗАО) ГК ""АСВ""";"МОСКВА";"044525762"
"30101810145250000071";"КУ ООО ""ВЕСТИНТЕРБАНК"" - ГК ""АСВ""";"МОСКВА";"044525071"
"30101810245250000586";"КУ ООО КБ ""АЙМАНИБАНК"" - ГК ""АСВ""";"МОСКВА";"044525586"
"30101810300000000745";"КУ КБ""КУБАНСКИЙ УНИВЕРСАЛЬНЫЙ БАНК""ООО-ГК АСВ";"МОСКВА";"040349745"
"30101810845250000067";"ФИЛИАЛ ""МОСКОВСКИЙ"" АО КБ ""СОЛИДАРНОСТЬ""";"МОСКВА";"044525067"
"30103810345250000646";"НКО НКЦ (АО)";"МОСКВА";"044525646"
"30101810000000000353";"КУ ""МАСТЕР-БАНК"" (ОАО) ГК ""АСВ""";"МОСКВА";"044525353"
"30101810245250000447";"КУ ООО КБ ""БАНК БФТ"" - ГК ""АСВ""";"МОСКВА";"044525447"
"30101810800000000375";"КУ БАНК ""СОФРИНО"" (ЗАО) - ГК ""АСВ""";"МОСКВА";"044525375"
"30101810545250000228";"КУ КБ ""КУТУЗОВСКИЙ"" ООО - ГК ""АСВ""";"МОСКВА";"044525228"
"30101810845250000672";"КУ АБ ""БПФ"" (ЗАО)-ГК ""АСВ""";"МОСКВА";"044525672"
"30101810845250000436";"КУ БАНК-Т (ОАО) - ГК ""АСВ""";"МОСКВА";"044525436"
"30101810900000000673";"ООО ""ЧАЙНАСЕЛЬХОЗБАНК""";"МОСКВА";"044525673"
"30101810600000000986";"КУ ОАО АКБ ""ПРОБИЗНЕСБАНК"" - ГК ""АСВ""";"МОСКВА";"044525986"
"30101810045250000485";"КУ КБ ""КБР БАНК"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525485"
"30101810145250000411";"ФИЛИАЛ ""ЦЕНТРАЛЬНЫЙ"" БАНКА ВТБ (ПАО)";"МОСКВА";"044525411"
"30101810645250000584";"КУ ""БАНК ГОРОД"" (АО) - ГК ""АСВ""";"МОСКВА";"044525584"
"30101810645250000445";"КУ КБ ""ИНВЕСТИЦИОННЫЙ СОЮЗ"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525445"
"30101810145250000233";"КУ ООО КБ ""ИКФ"" - ГК ""АСВ""";"МОСКВА";"044525233"
"30101810645250000636";"КУ ОАО МКБ ""ЗАМОСКВОРЕЦКИЙ"" - ГК ""АСВ""";"МОСКВА";"044525636"
"30101810045250000692";"КУ КБ ""МЕТРОПОЛЬ"" ООО - ГК ""АСВ""";"МОСКВА";"044525692"
"30101810245250000366";"КУ ЗАО ""ПРОМСБЕРБАНК"" - ГК ""АСВ""";"МОСКВА";"044525366"
"30101810845250000371";"ООО МИБ ""ДАЛЕНА""";"МОСКВА";"044525371"
"30101810745250000675";"АКБ ""ДЕРЖАВА"" ПАО";"МОСКВА";"044525675"
"30101810745250000154";"КУ АКБ ""ИНТРАСТБАНК"" (ОАО) ГК ""АСВ""";"МОСКВА";"044525154"
"30101810145250000246";"КУ АКБ ""КРОССИНВЕСТБАНК"" (ОАО) - ГК ""АСВ""";"МОСКВА";"044525246"
"30101810545250000503";"АО ""СМП БАНК""";"МОСКВА";"044525503"
"30101810045250000430";"МОСКОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"МОСКВА";"044525430"
"30101810945250000284";"КУ КБ ""МИКО-БАНК"" ООО - ГК ""АСВ""";"МОСКВА";"044525284"
"30101810945250000857";"КУ ООО КБ ""РОСАВТОБАНК"" - ГК ""АСВ""";"МОСКВА";"044525857"
"30101810845250000151";"АО ""БАНК РУССКИЙ СТАНДАРТ""";"МОСКВА";"044525151"
"30101810145250000974";"АО ""ТИНЬКОФФ БАНК""";"МОСКВА";"044525974"
"30101810945250000653";"КУ ""НАЦКОРПБАНК"" (АО) - ГК ""АСВ""";"МОСКВА";"044525653"
"30101810945250000129";"ПАО ""ПЛЮС БАНК""";"МОСКВА";"044525129"
"30101810645250000843";"КРЕДИ АГРИКОЛЬ КИБ АО (МОСКОВСКИЙ ФИЛИАЛ)";"МОСКВА";"044525843"
"30101810545250000244";"КУ ПАО ""БАНК ЕКАТЕРИНИНСКИЙ"" - ГК ""АСВ""";"МОСКВА";"044525244"
